,PC #,Date,Location,Time Bin,Observer,Start Time,End Time,Weather,Precipitation,Wind,Temperature,eBird Link,Notes,Jon's problem checker,Start_Datetime,End_Datetime,Date_completeness
549,550,2/23/2024,C2,Morning (7-9am),SRG,8:25,8:35,Cloudy,Dry,Windy,52,https://ebird.org/checklist/S162643538,,-,2024-02-23 08:25:00,2024-02-23 08:35:00,1.0
550,551,2/23/2024,C1,Morning (7-9am),SRG,8:36,8:46,Cloudy,Dry,Windy,52,https://ebird.org/checklist/S162644737,,-,2024-02-23 08:36:00,2024-02-23 08:46:00,1.0
551,552,2/23/2024,A1,Mid-day (11am-1pm),JOL,11:00,11:10,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162659399,,-,2024-02-23 11:00:00,2024-02-23 11:10:00,1.0
552,553,2/23/2024,A2,Mid-day (11am-1pm),JOL,11:12,11:22,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162660575,,-,2024-02-23 11:12:00,2024-02-23 11:22:00,1.0
553,554,2/23/2024,A3,Mid-day (11am-1pm),JOL,11:24,11:34,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162661788,,-,2024-02-23 11:24:00,2024-02-23 11:34:00,1.0
554,555,2/23/2024,A4,Mid-day (11am-1pm),JOL,11:36,11:46,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162662916,,-,2024-02-23 11:36:00,2024-02-23 11:46:00,1.0
555,556,2/23/2024,A5,Mid-day (11am-1pm),JOL,11:48,11:58,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162664048,,-,2024-02-23 11:48:00,2024-02-23 11:58:00,1.0
556,557,2/23/2024,A6,Mid-day (11am-1pm),JOL,11:59,12:09,Cloudy,Dry,Windy,57,https://ebird.org/checklist/S162665360,,-,2024-02-23 11:59:00,2024-02-23 12:09:00,1.0
557,558,2/23/2024,C1,Evening (3-5pm),LSW,15:15,15:25,Partial Cloudy,Dry,Windy,62,https://ebird.org/checklist/S162683999,,-,2024-02-23 15:15:00,2024-02-23 15:25:00,1.0
558,559,2/23/2024,C2,Evening (3-5pm),LSW,15:27,15:37,Partial Cloudy,Dry,Windy,62,https://ebird.org/checklist/S162685038,,-,2024-02-23 15:27:00,2024-02-23 15:37:00,1.0
559,560,2/23/2024,C3,Evening (3-5pm),LSW,15:41,15:51,Partial Cloudy,Dry,Windy,62,https://ebird.org/checklist/S162686071,,-,2024-02-23 15:41:00,2024-02-23 15:51:00,1.0
560,561,2/23/2024,C4,Evening (3-5pm),LSW,15:54,16:04,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S162687045,"concert/protest on sproul, hard to hear",-,2024-02-23 15:54:00,2024-02-23 16:04:00,1.0
561,562,2/23/2024,C5,Evening (3-5pm),LSW,16:07,16:17,Partial Cloudy,Dry,Windy,62,https://ebird.org/checklist/S162688075,,-,2024-02-23 16:07:00,2024-02-23 16:17:00,1.0
562,563,2/23/2024,C6,Evening (3-5pm),LSW,16:20,16:30,Partial Cloudy,Dry,Windy,61,https://ebird.org/checklist/S162688989,,-,2024-02-23 16:20:00,2024-02-23 16:30:00,1.0
563,564,2/24/2024,B1,Morning (7-9am),JOL,8:06,8:16,Sunny,Dry,Calm,57,https://ebird.org/checklist/S162750254,,-,2024-02-24 08:06:00,2024-02-24 08:16:00,0.6666666666666666
564,565,2/24/2024,B2,Morning (7-9am),JOL,8:18,8:28,Sunny,Dry,Calm,57,https://ebird.org/checklist/S162752281,,-,2024-02-24 08:18:00,2024-02-24 08:28:00,0.6666666666666666
565,566,2/24/2024,B3,Morning (7-9am),JOL,8:30,8:40,Sunny,Dry,Calm,57,https://ebird.org/checklist/S162754188,,-,2024-02-24 08:30:00,2024-02-24 08:40:00,0.6666666666666666
566,567,2/24/2024,B4,Morning (7-9am),JOL,8:42,8:52,Sunny,Dry,Calm,57,https://ebird.org/checklist/S162755948,,-,2024-02-24 08:42:00,2024-02-24 08:52:00,0.6666666666666666
567,568,2/24/2024,B5,Morning (7-9am),JOL,8:54,9:04,Sunny,Dry,Calm,57,https://ebird.org/checklist/S162757726,,-,2024-02-24 08:54:00,2024-02-24 09:04:00,0.6666666666666666
568,569,2/24/2024,B6,Morning (7-9am),JOL,9:05,9:15,Sunny,Dry,Calm,57,https://ebird.org/checklist/S162759260,,-,2024-02-24 09:05:00,2024-02-24 09:15:00,0.6666666666666666
569,570,2/24/2024,B1,Mid-day (11am-1pm),SRG,11:16,11:26,Sunny,Dry,Slight Wind,63,https://ebird.org/checklist/S162776827,,-,2024-02-24 11:16:00,2024-02-24 11:26:00,0.6666666666666666
570,571,2/24/2024,B2,Mid-day (11am-1pm),SRG,11:28,11:38,Sunny,Dry,Slight Wind,64,https://ebird.org/checklist/S162778282,,-,2024-02-24 11:28:00,2024-02-24 11:38:00,0.6666666666666666
571,572,2/24/2024,B3,Mid-day (11am-1pm),SRG,11:40,11:50,Sunny,Dry,Slight Wind,65,https://ebird.org/checklist/S162779775,construction,-,2024-02-24 11:40:00,2024-02-24 11:50:00,0.6666666666666666
572,573,2/24/2024,B4,Mid-day (11am-1pm),SRG,11:52,12:02,Sunny,Dry,Slight Wind,65,https://ebird.org/checklist/S162781332,,-,2024-02-24 11:52:00,2024-02-24 12:02:00,0.6666666666666666
573,574,2/24/2024,B5,Mid-day (11am-1pm),SRG,12:05,12:15,Sunny,Dry,Slight Wind,65,https://ebird.org/checklist/S162782896,,-,2024-02-24 12:05:00,2024-02-24 12:15:00,0.6666666666666666
574,575,2/24/2024,B6,Mid-day (11am-1pm),SRG,12:17,12:27,Sunny,Dry,Slight Wind,66,https://ebird.org/checklist/S162784394,,-,2024-02-24 12:17:00,2024-02-24 12:27:00,0.6666666666666666
575,576,2/25/2024,A1,Morning (7-9am),SRG,7:28,7:38,Cloudy,Dry,Calm,49,https://ebird.org/checklist/S162870849,,-,2024-02-25 07:28:00,2024-02-25 07:38:00,0.6666666666666666
576,577,2/25/2024,A2,Morning (7-9am),SRG,7:42,7:52,Cloudy,Dry,Calm,50,https://ebird.org/checklist/S162872985,,-,2024-02-25 07:42:00,2024-02-25 07:52:00,0.6666666666666666
577,578,2/25/2024,A3,Morning (7-9am),SRG,7:59,8:09,Cloudy,Dry,Calm,51,https://ebird.org/checklist/S162875525,,-,2024-02-25 07:59:00,2024-02-25 08:09:00,0.6666666666666666
578,579,2/25/2024,A4,Morning (7-9am),SRG,8:12,8:22,Cloudy,Dry,Calm,52,https://ebird.org/checklist/S162877606,,-,2024-02-25 08:12:00,2024-02-25 08:22:00,0.6666666666666666
579,580,2/25/2024,A5,Morning (7-9am),SRG,8:26,8:36,Cloudy,Dry,Calm,53,https://ebird.org/checklist/S162879870,,-,2024-02-25 08:26:00,2024-02-25 08:36:00,0.6666666666666666
580,581,2/25/2024,A6,Morning (7-9am),SRG,8:37,8:47,Cloudy,Dry,Calm,53,https://ebird.org/checklist/S162894500,,-,2024-02-25 08:37:00,2024-02-25 08:47:00,0.6666666666666666
581,582,2/25/2024,B6,Mid-day (11am-1pm),SRG,11:13,11:23,Sunny,Dry,Calm,61,https://ebird.org/checklist/S162904678,,-,2024-02-25 11:13:00,2024-02-25 11:23:00,0.6666666666666666
582,583,2/25/2024,B5,Mid-day (11am-1pm),SRG,11:24,11:34,Sunny,Dry,Calm,61,https://ebird.org/checklist/S162906245,,-,2024-02-25 11:24:00,2024-02-25 11:34:00,0.6666666666666666
583,584,2/25/2024,B4,Mid-day (11am-1pm),SRG,11:37,11:47,Sunny,Dry,Calm,61,https://ebird.org/checklist/S162907696,loud music playing,-,2024-02-25 11:37:00,2024-02-25 11:47:00,0.6666666666666666
584,585,2/25/2024,B3,Mid-day (11am-1pm),SRG,11:55,12:05,Sunny,Dry,Calm,61,https://ebird.org/checklist/S162909872,,-,2024-02-25 11:55:00,2024-02-25 12:05:00,0.6666666666666666
585,586,2/25/2024,B2,Mid-day (11am-1pm),SRG,12:08,12:18,Sunny,Dry,Calm,60,https://ebird.org/checklist/S162911369,,-,2024-02-25 12:08:00,2024-02-25 12:18:00,0.6666666666666666
586,587,2/25/2024,B1,Mid-day (11am-1pm),SRG,12:20,12:30,Sunny,Dry,Calm,60,https://ebird.org/checklist/S162912870,,-,2024-02-25 12:20:00,2024-02-25 12:30:00,0.6666666666666666
589,590,2/29/2024,C3,Morning (7-9am),SUC,7:57,8:07,Cloudy,Dry,Slight Wind,51,https://ebird.org/checklist/S171434505,,-,2024-02-29 07:57:00,2024-02-29 08:07:00,0.2222222222222222
590,591,2/29/2024,C4,Morning (7-9am),SUC,8:10,8:20,Cloudy,Dry,Slight Wind,52,https://ebird.org/checklist/S171434896,im so bad at sound ID now :((,-,2024-02-29 08:10:00,2024-02-29 08:20:00,0.2222222222222222
591,592,2/29/2024,C5,Morning (7-9am),SUC,8:21,8:31,Sunny,Dry,Slight Wind,52,https://ebird.org/checklist/S171435317,Dwinelle annex/lot construction --> hard to hear birbs,-,2024-02-29 08:21:00,2024-02-29 08:31:00,0.2222222222222222
592,593,2/29/2024,C6,Morning (7-9am),SUC,8:38,8:48,Cloudy,Dry,Calm,53,https://ebird.org/checklist/S171435798,,-,2024-02-29 08:38:00,2024-02-29 08:48:00,0.2222222222222222
593,594,3/3/2024,A1,Morning (7-9am),LSW,7:36,7:46,Cloudy,Drizzle,Calm,44,https://ebird.org/checklist/S163565705,,-,2024-03-03 07:36:00,2024-03-03 07:46:00,0.7222222222222222
594,595,3/3/2024,A2,Morning (7-9am),LSW,7:50,8:00,Cloudy,Dry,Calm,44,https://ebird.org/checklist/S163567907,,-,2024-03-03 07:50:00,2024-03-03 08:00:00,0.7222222222222222
595,596,3/3/2024,A3,Morning (7-9am),LSW,8:06,8:16,Partial Cloudy,Dry,Calm,45,https://ebird.org/checklist/S163570827,"construction, couldn't hear much",-,2024-03-03 08:06:00,2024-03-03 08:16:00,0.7222222222222222
596,597,3/3/2024,A4,Morning (7-9am),LSW,8:19,8:29,Partial Cloudy,Dry,Calm,45,https://ebird.org/checklist/S163573219,,-,2024-03-03 08:19:00,2024-03-03 08:29:00,0.7222222222222222
597,598,3/3/2024,A5,Morning (7-9am),LSW,8:33,8:43,Partial Cloudy,Dry,Calm,46,https://ebird.org/checklist/S163575658,,-,2024-03-03 08:33:00,2024-03-03 08:43:00,0.7222222222222222
598,599,3/3/2024,A6,Morning (7-9am),LSW,8:46,8:56,Cloudy,Dry,Calm,46,https://ebird.org/checklist/S163577815,,-,2024-03-03 08:46:00,2024-03-03 08:56:00,0.7222222222222222
599,600,3/3/2024,A1,Mid-day (11am-1pm),LSW,11:00,11:10,Cloudy,Drizzle,Slight Wind,50,https://ebird.org/checklist/S163598633,,-,2024-03-03 11:00:00,2024-03-03 11:10:00,0.7222222222222222
600,601,3/3/2024,A2,Mid-day (11am-1pm),LSW,11:14,11:24,Partial Cloudy,Dry,Slight Wind,50,https://ebird.org/checklist/S163600541,construction,-,2024-03-03 11:14:00,2024-03-03 11:24:00,0.7222222222222222
601,602,3/3/2024,A3,Mid-day (11am-1pm),LSW,11:29,11:39,Partial Cloudy,Dry,Slight Wind,50,https://ebird.org/checklist/S163602792,construction,-,2024-03-03 11:29:00,2024-03-03 11:39:00,0.7222222222222222
602,603,3/3/2024,A4,Mid-day (11am-1pm),LSW,11:41,11:51,Cloudy,Dry,Windy,51,https://ebird.org/checklist/S163604612,,-,2024-03-03 11:41:00,2024-03-03 11:51:00,0.7222222222222222
603,604,3/3/2024,A5,Mid-day (11am-1pm),LSW,11:53,12:03,Cloudy,Dry,Windy,51,https://ebird.org/checklist/S163606295,,-,2024-03-03 11:53:00,2024-03-03 12:03:00,0.7222222222222222
604,605,3/3/2024,A6,Mid-day (11am-1pm),LSW,12:05,12:15,Cloudy,Dry,Slight Wind,51,https://ebird.org/checklist/S163608032,,-,2024-03-03 12:05:00,2024-03-03 12:15:00,0.7222222222222222
605,606,3/3/2024,C1,Evening (3-5pm),LSW,15:05,15:15,Cloudy,Drizzle,Calm,52,https://ebird.org/checklist/S163634323,,-,2024-03-03 15:05:00,2024-03-03 15:15:00,0.7222222222222222
606,607,3/8/2024,A6,Morning (7-9am),SRG,7:26,7:36,Sunny,Dry,Calm,46,https://ebird.org/checklist/S164100134,,-,2024-03-08 07:26:00,2024-03-08 07:36:00,1.0
607,608,3/8/2024,A5,Morning (7-9am),SRG,7:39,7:49,Sunny,Dry,Calm,47,https://ebird.org/checklist/S164101498,,-,2024-03-08 07:39:00,2024-03-08 07:49:00,1.0
608,609,3/8/2024,A4,Morning (7-9am),SRG,7:51,8:01,Sunny,Dry,Calm,48,https://ebird.org/checklist/S164102909,,-,2024-03-08 07:51:00,2024-03-08 08:01:00,1.0
609,610,3/8/2024,A3,Morning (7-9am),SRG,8:03,8:13,Sunny,Dry,Calm,48,https://ebird.org/checklist/S164104180,construction,-,2024-03-08 08:03:00,2024-03-08 08:13:00,1.0
610,611,3/8/2024,A2,Morning (7-9am),SRG,8:20,8:30,Sunny,Dry,Calm,50,https://ebird.org/checklist/S164106017,,-,2024-03-08 08:20:00,2024-03-08 08:30:00,1.0
611,612,3/8/2024,A1,Morning (7-9am),SRG,8:33,8:43,Sunny,Dry,Calm,51,https://ebird.org/checklist/S164107699,,-,2024-03-08 08:33:00,2024-03-08 08:43:00,1.0
612,613,3/8/2024,C6,Mid-day (11am-1pm),SRG,11:42,11:52,Sunny,Dry,Slight Wind,60,https://ebird.org/checklist/S164126188,,-,2024-03-08 11:42:00,2024-03-08 11:52:00,1.0
613,614,3/8/2024,C5,Mid-day (11am-1pm),SRG,11:56,12:06,Sunny,Dry,Slight Wind,61,https://ebird.org/checklist/S164127357,,-,2024-03-08 11:56:00,2024-03-08 12:06:00,1.0
614,615,3/8/2024,C4,Mid-day (11am-1pm),SRG,12:09,12:19,Sunny,Dry,Slight Wind,61,https://ebird.org/checklist/S164128517,,-,2024-03-08 12:09:00,2024-03-08 12:19:00,1.0
615,616,3/8/2024,C3,Mid-day (11am-1pm),SRG,12:21,12:31,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S164129908,,-,2024-03-08 12:21:00,2024-03-08 12:31:00,1.0
616,617,3/8/2024,C2,Mid-day (11am-1pm),SRG,12:34,12:44,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S164131144,,-,2024-03-08 12:34:00,2024-03-08 12:44:00,1.0
617,618,3/8/2024,C1,Mid-day (11am-1pm),SRG,12:45,12:55,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S164132114,,-,2024-03-08 12:45:00,2024-03-08 12:55:00,1.0
618,619,3/8/2024,C1,Evening (3-5pm),LSW,15:18,15:28,Sunny,Dry,Slight Wind,64,https://ebird.org/checklist/S164145518,,-,2024-03-08 15:18:00,2024-03-08 15:28:00,1.0
619,620,3/8/2024,C2,Evening (3-5pm),LSW,15:30,15:40,Sunny,Dry,Slight Wind,64,https://ebird.org/checklist/S164146471,lots of activity on the glade,-,2024-03-08 15:30:00,2024-03-08 15:40:00,1.0
620,621,3/8/2024,C3,Evening (3-5pm),LSW,15:42,15:52,Sunny,Dry,Slight Wind,64,https://ebird.org/checklist/S164147311,,-,2024-03-08 15:42:00,2024-03-08 15:52:00,1.0
621,622,3/8/2024,C4,Evening (3-5pm),LSW,15:54,16:04,Sunny,Dry,Slight Wind,64,https://ebird.org/checklist/S164148140,protest,-,2024-03-08 15:54:00,2024-03-08 16:04:00,1.0
622,623,3/8/2024,C5,Evening (3-5pm),LSW,16:08,16:18,Sunny,Dry,Slight Wind,63,https://ebird.org/checklist/S164149061,"C5 blocked, stood at LOOP bench by VLSB",-,2024-03-08 16:08:00,2024-03-08 16:18:00,1.0
623,624,3/8/2024,C6,Evening (3-5pm),LSW,16:21,16:31,Sunny,Dry,Slight Wind,63,https://ebird.org/checklist/S164149961,,-,2024-03-08 16:21:00,2024-03-08 16:31:00,1.0
624,625,3/10/2024,C6,Morning (7-9am),SRG,7:39,7:49,Cloudy,Dry,Calm,46,https://ebird.org/checklist/S164309488,,-,2024-03-10 07:39:00,2024-03-10 07:49:00,1.0
625,626,3/10/2024,C5,Morning (7-9am),SRG,7:54,8:04,Cloudy,Dry,Calm,48,https://ebird.org/checklist/S164311687,,-,2024-03-10 07:54:00,2024-03-10 08:04:00,1.0
626,627,3/10/2024,C4,Morning (7-9am),SRG,8:07,8:17,Cloudy,Dry,Calm,48,https://ebird.org/checklist/S164313469,,-,2024-03-10 08:07:00,2024-03-10 08:17:00,1.0
627,628,3/10/2024,C3,Morning (7-9am),SRG,8:20,8:30,Cloudy,Dry,Calm,48,https://ebird.org/checklist/S164315349,,-,2024-03-10 08:20:00,2024-03-10 08:30:00,1.0
628,629,3/10/2024,C2,Morning (7-9am),SRG,8:33,8:43,Cloudy,Dry,Calm,49,https://ebird.org/checklist/S164317013,,-,2024-03-10 08:33:00,2024-03-10 08:43:00,1.0
629,630,3/10/2024,C1,Morning (7-9am),SRG,8:45,8:55,Cloudy,Dry,Calm,49,https://ebird.org/checklist/S164318862,,-,2024-03-10 08:45:00,2024-03-10 08:55:00,1.0
630,631,3/10/2024,A1,Mid-day (11am-1pm),SRG,11:39,11:49,Cloudy,Dry,Calm,55,https://ebird.org/checklist/S164342452,,-,2024-03-10 11:39:00,2024-03-10 11:49:00,1.0
631,632,3/10/2024,A2,Mid-day (11am-1pm),SRG,11:52,12:02,Cloudy,Dry,Calm,56,https://ebird.org/checklist/S164344183,,-,2024-03-10 11:52:00,2024-03-10 12:02:00,1.0
632,633,3/10/2024,A3,Mid-day (11am-1pm),SRG,12:08,12:18,Partial Cloudy,Dry,Calm,56,https://ebird.org/checklist/S164346345,,-,2024-03-10 12:08:00,2024-03-10 12:18:00,1.0
633,634,3/10/2024,A4,Mid-day (11am-1pm),SRG,12:20,12:30,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S164347642,,-,2024-03-10 12:20:00,2024-03-10 12:30:00,1.0
634,635,3/10/2024,A5,Mid-day (11am-1pm),SRG,12:32,12:42,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S164349034,,-,2024-03-10 12:32:00,2024-03-10 12:42:00,1.0
635,636,3/10/2024,A6,Mid-day (11am-1pm),SRG,12:44,12:54,Partial Cloudy,Dry,Calm,57,https://ebird.org/checklist/S164350572,,-,2024-03-10 12:44:00,2024-03-10 12:54:00,1.0
636,637,3/10/2024,B6,Evening (3-5pm),SRG,15:30,15:40,Cloudy,Dry,Calm,59,https://ebird.org/checklist/S164370122,,-,2024-03-10 15:30:00,2024-03-10 15:40:00,1.0
637,638,3/10/2024,B5,Evening (3-5pm),SRG,15:42,15:52,Cloudy,Dry,Calm,58,https://ebird.org/checklist/S164371468,,-,2024-03-10 15:42:00,2024-03-10 15:52:00,1.0
638,639,3/10/2024,B4,Evening (3-5pm),SRG,15:54,16:04,Cloudy,Dry,Calm,58,https://ebird.org/checklist/S164372730,loud game,-,2024-03-10 15:54:00,2024-03-10 16:04:00,1.0
639,640,3/10/2024,B3,Evening (3-5pm),SRG,16:06,16:16,Cloudy,Dry,Calm,57,https://ebird.org/checklist/S164374003,,-,2024-03-10 16:06:00,2024-03-10 16:16:00,1.0
640,641,3/10/2024,B2,Evening (3-5pm),SRG,16:19,16:29,Cloudy,Dry,Calm,57,https://ebird.org/checklist/S164375356,,-,2024-03-10 16:19:00,2024-03-10 16:29:00,1.0
641,642,3/10/2024,B1,Evening (3-5pm),SRG,16:31,16:41,Cloudy,Dry,Calm,57,https://ebird.org/checklist/S164376599,,-,2024-03-10 16:31:00,2024-03-10 16:41:00,1.0
642,643,3/20/2024,C1,Morning (7-9am),SRG,7:55,8:05,Sunny,Dry,Calm,49,https://ebird.org/checklist/S165403073,,-,2024-03-20 07:55:00,2024-03-20 08:05:00,1.0
643,644,3/20/2024,C2,Morning (7-9am),SRG,8:06,8:16,Sunny,Dry,Calm,49,https://ebird.org/checklist/S165403112,,-,2024-03-20 08:06:00,2024-03-20 08:16:00,1.0
644,645,3/20/2024,C3,Morning (7-9am),SRG,8:19,8:29,Sunny,Dry,Calm,50,https://ebird.org/checklist/S165403134,,-,2024-03-20 08:19:00,2024-03-20 08:29:00,1.0
645,646,3/20/2024,C4,Morning (7-9am),SRG,8:31,8:41,Sunny,Dry,Calm,51,https://ebird.org/checklist/S165403154,,-,2024-03-20 08:31:00,2024-03-20 08:41:00,1.0
646,647,3/20/2024,C5,Morning (7-9am),SRG,8:44,8:54,Sunny,Dry,Calm,51,https://ebird.org/checklist/S165403165,,-,2024-03-20 08:44:00,2024-03-20 08:54:00,1.0
647,648,3/20/2024,C6,Morning (7-9am),SRG,8:58,9:08,Sunny,Dry,Calm,51,https://ebird.org/checklist/S165403175,,-,2024-03-20 08:58:00,2024-03-20 09:08:00,1.0
648,649,3/20/2024,B6,Mid-day (11am-1pm),SRG,11:31,11:41,Sunny,Dry,Calm,58,https://ebird.org/checklist/S165381768,,-,2024-03-20 11:31:00,2024-03-20 11:41:00,1.0
649,650,3/20/2024,B5,Mid-day (11am-1pm),SRG,11:43,11:53,Sunny,Dry,Calm,59,https://ebird.org/checklist/S165382915,,-,2024-03-20 11:43:00,2024-03-20 11:53:00,1.0
650,651,3/20/2024,B4,Mid-day (11am-1pm),SRG,11:56,12:06,Sunny,Dry,Calm,59,https://ebird.org/checklist/S165384117,,-,2024-03-20 11:56:00,2024-03-20 12:06:00,1.0
651,652,3/20/2024,B3,Mid-day (11am-1pm),SRG,12:08,12:18,Sunny,Dry,Calm,59,https://ebird.org/checklist/S165385495,,-,2024-03-20 12:08:00,2024-03-20 12:18:00,1.0
652,653,3/20/2024,B2,Mid-day (11am-1pm),SRG,12:21,12:31,Sunny,Dry,Calm,60,https://ebird.org/checklist/S165386862,,-,2024-03-20 12:21:00,2024-03-20 12:31:00,1.0
653,654,3/20/2024,B1,Mid-day (11am-1pm),SRG,12:33,12:43,Sunny,Dry,Calm,60,https://ebird.org/checklist/S165388419,,-,2024-03-20 12:33:00,2024-03-20 12:43:00,1.0
654,655,3/20/2024,A1,Evening (3-5pm),LSW,15:33,15:43,Partial Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165434588,,-,2024-03-20 15:33:00,2024-03-20 15:43:00,1.0
655,656,3/20/2024,A2,Evening (3-5pm),LSW,15:55,16:05,Partial Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S166002736,,-,2024-03-20 15:55:00,2024-03-20 16:05:00,1.0
656,657,3/20/2024,A3,Evening (3-5pm),LSW,16:13,16:23,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S166002801,construction,-,2024-03-20 16:13:00,2024-03-20 16:23:00,1.0
657,658,3/20/2024,A4,Evening (3-5pm),LSW,16:24,16:34,Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S166002909,,-,2024-03-20 16:24:00,2024-03-20 16:34:00,1.0
658,659,3/20/2024,A5,Evening (3-5pm),LSW,16:35,16:45,Cloudy,Dry,Calm,62,https://ebird.org/checklist/S166003008,,-,2024-03-20 16:35:00,2024-03-20 16:45:00,1.0
659,660,3/20/2024,A6,Evening (3-5pm),LSW,16:46,16:56,Cloudy,Dry,Calm,61,https://ebird.org/checklist/S166003106,,-,2024-03-20 16:46:00,2024-03-20 16:56:00,1.0
660,661,3/22/2024,B1,Morning (7-9am),JOL,8:05,8:15,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S165585900,,-,2024-03-22 08:05:00,2024-03-22 08:15:00,0.6666666666666666
661,662,3/22/2024,B2,Morning (7-9am),JOL,8:16,8:26,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S165587396,,-,2024-03-22 08:16:00,2024-03-22 08:26:00,0.6666666666666666
662,663,3/22/2024,B3,Morning (7-9am),JOL,8:27,8:37,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S165588725,,-,2024-03-22 08:27:00,2024-03-22 08:37:00,0.6666666666666666
663,664,3/22/2024,B4,Morning (7-9am),JOL,8:39,8:49,Sunny,Dry,Slight Wind,54,https://ebird.org/checklist/S165590207,,-,2024-03-22 08:39:00,2024-03-22 08:49:00,0.6666666666666666
664,665,3/22/2024,B5,Morning (7-9am),JOL,8:51,9:01,Sunny,Dry,Slight Wind,54,https://ebird.org/checklist/S165591573,,-,2024-03-22 08:51:00,2024-03-22 09:01:00,0.6666666666666666
665,666,3/22/2024,B6,Morning (7-9am),JOL,9:02,9:12,Sunny,Dry,Slight Wind,54,https://ebird.org/checklist/S165592848,,-,2024-03-22 09:02:00,2024-03-22 09:12:00,0.6666666666666666
666,667,3/22/2024,A1,Mid-day (11am-1pm),JOL,11:49,11:59,Partial Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165611762,,-,2024-03-22 11:49:00,2024-03-22 11:59:00,0.6666666666666666
667,668,3/22/2024,A2,Mid-day (11am-1pm),JOL,12:01,12:11,Partial Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165612903,,-,2024-03-22 12:01:00,2024-03-22 12:11:00,0.6666666666666666
668,669,3/22/2024,A3,Mid-day (11am-1pm),JOL,12:13,12:23,Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165614052,,-,2024-03-22 12:13:00,2024-03-22 12:23:00,0.6666666666666666
669,670,3/22/2024,A4,Mid-day (11am-1pm),JOL,12:25,12:35,Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165615237,,-,2024-03-22 12:25:00,2024-03-22 12:35:00,0.6666666666666666
670,671,3/22/2024,A5,Mid-day (11am-1pm),JOL,12:37,12:47,Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165616356,,-,2024-03-22 12:37:00,2024-03-22 12:47:00,0.6666666666666666
671,672,3/22/2024,A6,Mid-day (11am-1pm),JOL,12:50,13:00,Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S165617404,,-,2024-03-22 12:50:00,2024-03-22 13:00:00,0.6666666666666666
672,673,4/5/2024,A1,Morning (7-9am),SRG,7:44,7:54,Sunny,Dry,Calm,42,https://ebird.org/checklist/S167245479,,-,2024-04-05 07:44:00,2024-04-05 07:54:00,0.8333333333333334
673,674,4/5/2024,A2,Morning (7-9am),SRG,7:57,8:07,Sunny,Dry,Calm,42,https://ebird.org/checklist/S167246953,,-,2024-04-05 07:57:00,2024-04-05 08:07:00,0.8333333333333334
674,675,4/5/2024,A3,Morning (7-9am),SRG,8:13,8:23,Sunny,Dry,Calm,43,https://ebird.org/checklist/S167249124,,-,2024-04-05 08:13:00,2024-04-05 08:23:00,0.8333333333333334
675,676,4/5/2024,A4,Morning (7-9am),SRG,8:25,8:35,Sunny,Dry,Calm,43,https://ebird.org/checklist/S167250757,,-,2024-04-05 08:25:00,2024-04-05 08:35:00,0.8333333333333334
676,677,4/5/2024,A5,Morning (7-9am),SRG,8:37,8:47,Sunny,Dry,Calm,44,https://ebird.org/checklist/S167252412,,-,2024-04-05 08:37:00,2024-04-05 08:47:00,0.8333333333333334
677,678,4/5/2024,A6,Morning (7-9am),SRG,8:49,8:59,Sunny,Dry,Calm,44,https://ebird.org/checklist/S167253870,,-,2024-04-05 08:49:00,2024-04-05 08:59:00,0.8333333333333334
678,679,4/5/2024,B1,Mid-day (11am-1pm),SRG,11:42,11:52,Sunny,Dry,Calm,49,https://ebird.org/checklist/S167275042,,-,2024-04-05 11:42:00,2024-04-05 11:52:00,0.8333333333333334
679,680,4/5/2024,B2,Mid-day (11am-1pm),SRG,11:54,12:04,Sunny,Dry,Calm,50,https://ebird.org/checklist/S167276512,,-,2024-04-05 11:54:00,2024-04-05 12:04:00,0.8333333333333334
