PC #,Date,Location,Time Bin,Observer,Start Time,End Time,Weather,Precipitation,Wind,Temperature,eBird Link,Notes,Jon's problem checker,,,
722,4/8/2024,C5,Evening (3-5pm),SRG,16:19,16:29,Sunny,Dry,Calm,68,https://ebird.org/checklist/S167802795,,-,,,
723,4/8/2024,C6,Evening (3-5pm),SRG,16:33,16:43,Sunny,Dry,Calm,67,https://ebird.org/checklist/S167804645,,-,,,
724,4/14/2024,C1,Morning (7-9am),SRG,7:50,8:00,Sunny,Dry,Calm,44,https://ebird.org/checklist/S168577130,,-,,,
725,4/14/2024,C2,Morning (7-9am),SRG,8:02,8:12,Sunny,Dry,Calm,44,https://ebird.org/checklist/S168580027,,-,,,
726,4/14/2024,C3,Morning (7-9am),SRG,8:16,8:26,Sunny,Dry,Calm,46,https://ebird.org/checklist/S168583487,,-,,,
727,4/14/2024,C4,Morning (7-9am),SRG,8:28,8:38,Sunny,Dry,Calm,47,https://ebird.org/checklist/S168586682,,-,,,
728,4/14/2024,C5,Morning (7-9am),SRG,8:41,8:51,Sunny,Dry,Calm,47,https://ebird.org/checklist/S168590170,,-,,,
729,4/14/2024,C6,Morning (7-9am),SRG,8:54,9:04,Sunny,Dry,Calm,47,https://ebird.org/checklist/S168593342,,-,,,
730,4/14/2024,A1,Mid-day (11am-1pm),SRG,11:34,11:44,Partial Cloudy,Dry,Slight Wind,51,https://ebird.org/checklist/S168628939,,-,,,
731,4/14/2024,A2,Mid-day (11am-1pm),SRG,11:46,11:56,Partial Cloudy,Dry,Slight Wind,52,https://ebird.org/checklist/S168631303,,-,,,
732,4/14/2024,A3,Mid-day (11am-1pm),SRG,11:58,12:08,Partial Cloudy,Dry,Slight Wind,52,https://ebird.org/checklist/S168633647,,-,,,
733,4/14/2024,A4,Mid-day (11am-1pm),SRG,12:10,12:20,Partial Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S168635970,,-,,,
734,4/14/2024,A5,Mid-day (11am-1pm),SRG,12:27,12:37,Partial Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S168638932,,-,,,
735,4/14/2024,A6,Mid-day (11am-1pm),SRG,12:41,12:51,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S168641959,,-,,,
736,error-no data,,,,,,,,,,,,missing data?,,,
737,error-no data,,,,,,,,,,,,missing data?,,,
738,error-no data,,,,,,,,,,,,missing data?,,,
739,error-no data,,,,,,,,,,,,missing data?,,,
740,error-no data,,,,,,,,,,,,missing data?,,,
741,error-no data,,,,,,,,,,,,missing data?,,,
742,4/19/2024,A1,Mid-day (11am-1pm),LSW,12:11,12:21,Partial Cloudy,Dry,Slight Wind,61,https://ebird.org/checklist/S169333572,,-,,,
743,4/19/2024,A2,Mid-day (11am-1pm),LSW,12:23,12:33,Sunny,Dry,Slight Wind,61,https://ebird.org/checklist/S169337451,"powerwashing/construction, couldn't rely on bird call very well",-,,,
744,4/19/2024,A3,Mid-day (11am-1pm),LSW,12:38,12:48,Sunny,Dry,Slight Wind,61,https://ebird.org/checklist/S169339435,construction,-,,,
745,4/19/2024,A4,Mid-day (11am-1pm),LSW,12:50,13:00,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169340949,,-,,,
746,4/19/2024,A5,Mid-day (11am-1pm),LSW,13:03,13:13,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169342318,,-,,,
747,4/19/2024,B6,Morning (7-9am),JOL,8:05,8:15,Cloudy,Dry,Windy,53,https://ebird.org/checklist/S169298322,,-,,,
748,4/19/2024,B5,Morning (7-9am),JOL,8:16,8:26,Cloudy,Dry,Windy,53,https://ebird.org/checklist/S169299982,,-,,,
749,4/19/2024,B4,Morning (7-9am),JOL,8:27,8:37,Cloudy,Dry,Windy,53,https://ebird.org/checklist/S169301725,,-,,,
750,4/19/2024,B3,Morning (7-9am),JOL,8:38,8:48,Cloudy,Dry,Windy,53,https://ebird.org/checklist/S169303508,,-,,,
751,4/19/2024,B2,Morning (7-9am),JOL,8:49,8:59,Cloudy,Dry,Windy,53,https://ebird.org/checklist/S169305058,,-,,,
752,4/19/2024,B1,Morning (7-9am),JOL,9:00,9:10,Cloudy,Dry,Windy,53,https://ebird.org/checklist/S169306655,,-,,,
753,error-no data,,,,,,,,,,,,missing data?,,,
754,error-no data,,,,,,,,,,,,missing data?,,,
755,error-no data,,,,,,,,,,,,missing data?,,,
756,error-no data,,,,,,,,,,,,missing data?,,,
757,error-no data,,,,,,,,,,,,missing data?,,,
758,4/19/2024,C1,Evening (3-5pm),SRG,15:00,15:10,Sunny,Dry,Slight Wind,63,https://ebird.org/checklist/S169357358,,-,,,
759,4/19/2024,C2,Evening (3-5pm),SRG,15:12,15:22,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169358964,,-,,,
760,4/19/2024,C3,Evening (3-5pm),SRG,15:24,15:34,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169360404,,-,,,
761,4/19/2024,C4,Evening (3-5pm),SRG,15:37,15:47,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169362313,,-,,,
762,4/19/2024,C5,Evening (3-5pm),SRG,15:50,16:00,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169363861,,-,,,
763,4/19/2024,C6,Evening (3-5pm),SRG,16:04,16:14,Sunny,Dry,Slight Wind,62,https://ebird.org/checklist/S169365563,,-,,,
764,4/26/2024,A1,Morning (7-9am),SRG,7:52,8:02,Partial Cloudy,Dry,Slight Wind,53,https://ebird.org/checklist/S170360062,,-,,,
765,4/26/2024,A2,Morning (7-9am),SRG,8:06,8:16,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S170362171,,-,,,
766,4/26/2024,A3,Morning (7-9am),SRG,8:22,8:32,Partial Cloudy,Dry,Slight Wind,54,https://ebird.org/checklist/S170364767,,-,,,
767,4/26/2024,A4,Morning (7-9am),SRG,8:34,8:44,Partial Cloudy,Dry,Slight Wind,55,https://ebird.org/checklist/S170366488,,-,,,
768,4/26/2024,A5,Morning (7-9am),SRG,8:46,8:56,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S170368374,,-,,,
769,4/26/2024,A6,Morning (7-9am),SRG,8:58,9:08,Partial Cloudy,Dry,Slight Wind,56,https://ebird.org/checklist/S170370309,,-,,,
770,4/26/2024,B1,Mid-day (11am-1pm),SRG,11:11,11:21,Partial Cloudy,Dry,Slight Wind,61,https://ebird.org/checklist/S170391220,,-,,,
771,4/26/2024,B2,Mid-day (11am-1pm),SRG,11:23,11:33,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170392920,,-,,,
772,4/26/2024,B3,Mid-day (11am-1pm),SRG,11:36,11:46,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170394920,,-,,,
773,4/26/2024,B5,Mid-day (11am-1pm),SRG,11:49,11:59,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170396717,,-,,,
774,4/26/2024,B6,Mid-day (11am-1pm),SRG,12:01,12:11,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170398444,,-,,,
775,4/26/2024,B1,Evening (3-5pm),MTT,15:02,15:12,Partial Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S170422962,,-,,,
776,4/26/2024,B2,Evening (3-5pm),MTT,15:14,15:24,Partial Cloudy,Dry,Slight Wind,63,https://ebird.org/checklist/S170424551,,-,,,
777,4/26/2024,B3,Evening (3-5pm),MTT,15:27,15:37,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170426271,,-,,,
778,4/26/2024,B5,Evening (3-5pm),MTT,15:46,15:56,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170429064,,-,,,
779,4/26/2024,B6,Evening (3-5pm),MTT,16:00,16:10,Partial Cloudy,Dry,Slight Wind,62,https://ebird.org/checklist/S170430943,,-,,,
780,4/27/2024,C1,Morning (7-9am),SRG,7:09,7:19,Sunny,Dry,Calm,49,https://ebird.org/checklist/S170515692,,-,,,
781,4/27/2024,C2,Morning (7-9am),SRG,7:21,7:31,Sunny,Dry,Calm,49,https://ebird.org/checklist/S170518391,,-,,,
782,4/27/2024,C3,Morning (7-9am),SRG,7:35,7:45,Sunny,Dry,Calm,50,https://ebird.org/checklist/S170522512,,-,,,
783,4/27/2024,C4,Morning (7-9am),SRG,7:49,7:59,Sunny,Dry,Calm,51,https://ebird.org/checklist/S170525167,,-,,,
784,4/27/2024,C5,Morning (7-9am),SRG,8:04,8:14,Sunny,Dry,Calm,52,https://ebird.org/checklist/S170528944,,-,,,
785,4/27/2024,C6,Morning (7-9am),SRG,8:19,8:29,Sunny,Dry,Calm,52,https://ebird.org/checklist/S170532433,,-,,,
786,4/27/2024,C1,Mid-day (11am-1pm),JOL,11:39,11:49,Sunny,Dry,Calm,64,https://ebird.org/checklist/S170576297,,-,,,
787,4/27/2024,C2,Mid-day (11am-1pm),JOL,11:51,12:01,Sunny,Dry,Calm,64,https://ebird.org/checklist/S170578458,,-,,,
788,4/27/2024,C3,Mid-day (11am-1pm),JOL,12:02,12:12,Sunny,Dry,Calm,64,https://ebird.org/checklist/S170580552,,-,,,
789,4/27/2024,C4,Mid-day (11am-1pm),JOL,12:13,12:23,Sunny,Dry,Calm,64,https://ebird.org/checklist/S170582925,,-,,,
790,4/27/2024,C5,Mid-day (11am-1pm),JOL,12:25,12:35,Sunny,Dry,Calm,64,https://ebird.org/checklist/S170585148,,-,,,
791,4/27/2024,C6,Mid-day (11am-1pm),JOL,12:41,12:51,Sunny,Dry,Calm,64,https://ebird.org/checklist/S170588018,,-,,,
792,4/27/2024,B1,Evening (3-5pm),SRG,15:00,15:10,Sunny,Dry,Calm,66,https://ebird.org/checklist/S170613796,,-,,,
793,4/27/2024,B2,Evening (3-5pm),SRG,15:13,15:23,Sunny,Dry,Calm,66,https://ebird.org/checklist/S170615961,,-,,,
794,4/27/2024,B3,Evening (3-5pm),SRG,15:26,15:36,Sunny,Dry,Calm,66,https://ebird.org/checklist/S170618001,,-,,,
795,4/27/2024,B5,Evening (3-5pm),SRG,15:40,15:50,Sunny,Dry,Calm,66,https://ebird.org/checklist/S170620948,,-,,,
796,4/27/2024,B6,Evening (3-5pm),SRG,15:54,16:04,Sunny,Dry,Calm,66,https://ebird.org/checklist/S170622806,,-,,,
797,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,missing data?,,,
799,,,,,,,,,,,,,missing data?,,,
800,,,,,,,,,,,,,missing data?,,,
801,,,,,,,,,,,,,missing data?,,,
802,,,,,,,,,,,,,missing data?,,,
803,,,,,,,,,,,,,missing data?,,,
804,,,,,,,,,,,,,missing data?,,,
805,,,,,,,,,,,,,missing data?,,,
806,,,,,,,,,,,,,missing data?,,,
807,,,,,,,,,,,,,missing data?,,,
808,,,,,,,,,,,,,missing data?,,,
809,,,,,,,,,,,,,missing data?,,,
810,,,,,,,,,,,,,missing data?,,,
811,,,,,,,,,,,,,missing data?,,,
812,,,,,,,,,,,,,missing data?,,,
813,,,,,,,,,,,,,missing data?,,,
814,,,,,,,,,,,,,missing data?,,,
815,,,,,,,,,,,,,missing data?,,,
816,,,,,,,,,,,,,missing data?,,,
817,,,,,,,,,,,,,missing data?,,,
818,,,,,,,,,,,,,missing data?,,,
819,,,,,,,,,,,,,missing data?,,,
820,,,,,,,,,,,,,missing data?,,,
821,,,,,,,,,,,,,missing data?,,,
822,,,,,,,,,,,,,missing data?,,,
823,,,,,,,,,,,,,missing data?,,,
824,,,,,,,,,,,,,missing data?,,,
825,,,,,,,,,,,,,missing data?,,,
826,,,,,,,,,,,,,missing data?,,,
827,,,,,,,,,,,,,missing data?,,,
828,,,,,,,,,,,,,missing data?,,,
829,,,,,,,,,,,,,missing data?,,,
830,,,,,,,,,,,,,missing data?,,,
831,,,,,,,,,,,,,missing data?,,,
832,,,,,,,,,,,,,missing data?,,,
833,,,,,,,,,,,,,missing data?,,,
834,,,,,,,,,,,,,missing data?,,,
835,,,,,,,,,,,,,missing data?,,,
836,,,,,,,,,,,,,missing data?,,,
837,,,,,,,,,,,,,missing data?,,,
838,,,,,,,,,,,,,missing data?,,,
839,,,,,,,,,,,,,missing data?,,,
840,,,,,,,,,,,,,missing data?,,,
841,,,,,,,,,,,,,missing data?,,,
842,,,,,,,,,,,,,missing data?,,,
843,,,,,,,,,,,,,missing data?,,,
844,,,,,,,,,,,,,missing data?,,,
845,,,,,,,,,,,,,missing data?,,,
846,,,,,,,,,,,,,missing data?,,,
847,,,,,,,,,,,,,missing data?,,,
848,,,,,,,,,,,,,missing data?,,,
849,,,,,,,,,,,,,missing data?,,,
850,,,,,,,,,,,,,missing data?,,,
851,,,,,,,,,,,,,missing data?,,,
852,,,,,,,,,,,,,missing data?,,,
853,,,,,,,,,,,,,missing data?,,,
854,,,,,,,,,,,,,missing data?,,,
855,,,,,,,,,,,,,missing data?,,,
856,,,,,,,,,,,,,missing data?,,,
857,,,,,,,,,,,,,missing data?,,,
858,,,,,,,,,,,,,missing data?,,,
859,,,,,,,,,,,,,missing data?,,,
860,,,,,,,,,,,,,missing data?,,,
861,,,,,,,,,,,,,missing data?,,,
862,,,,,,,,,,,,,missing data?,,,
863,,,,,,,,,,,,,missing data?,,,
864,,,,,,,,,,,,,missing data?,,,
865,,,,,,,,,,,,,missing data?,,,
866,,,,,,,,,,,,,missing data?,,,
867,,,,,,,,,,,,,missing data?,,,
868,,,,,,,,,,,,,missing data?,,,
869,,,,,,,,,,,,,missing data?,,,
870,,,,,,,,,,,,,missing data?,,,
871,,,,,,,,,,,,,missing data?,,,
872,,,,,,,,,,,,,missing data?,,,
873,,,,,,,,,,,,,missing data?,,,
874,,,,,,,,,,,,,missing data?,,,
875,,,,,,,,,,,,,missing data?,,,
876,,,,,,,,,,,,,missing data?,,,
877,,,,,,,,,,,,,missing data?,,,
878,,,,,,,,,,,,,missing data?,,,
879,,,,,,,,,,,,,missing data?,,,
880,,,,,,,,,,,,,missing data?,,,
881,,,,,,,,,,,,,missing data?,,,
882,,,,,,,,,,,,,missing data?,,,
883,,,,,,,,,,,,,missing data?,,,
884,,,,,,,,,,,,,missing data?,,,
885,,,,,,,,,,,,,missing data?,,,
886,,,,,,,,,,,,,missing data?,,,
887,,,,,,,,,,,,,missing data?,,,
888,,,,,,,,,,,,,missing data?,,,
889,,,,,,,,,,,,,missing data?,,,
890,,,,,,,,,,,,,missing data?,,,
891,,,,,,,,,,,,,missing data?,,,
892,,,,,,,,,,,,,missing data?,,,
893,,,,,,,,,,,,,missing data?,,,
894,,,,,,,,,,,,,missing data?,,,
895,,,,,,,,,,,,,missing data?,,,
896,,,,,,,,,,,,,missing data?,,,
897,,,,,,,,,,,,,missing data?,,,
898,,,,,,,,,,,,,missing data?,,,
899,,,,,,,,,,,,,missing data?,,,
900,,,,,,,,,,,,,missing data?,,,
901,,,,,,,,,,,,,missing data?,,,
902,,,,,,,,,,,,,missing data?,,,
903,,,,,,,,,,,,,missing data?,,,
904,,,,,,,,,,,,,missing data?,,,
905,,,,,,,,,,,,,missing data?,,,
906,,,,,,,,,,,,,missing data?,,,
907,,,,,,,,,,,,,missing data?,,,
908,,,,,,,,,,,,,missing data?,,,
909,,,,,,,,,,,,,missing data?,,,
910,,,,,,,,,,,,,missing data?,,,
911,,,,,,,,,,,,,missing data?,,,
912,,,,,,,,,,,,,missing data?,,,
913,,,,,,,,,,,,,missing data?,,,
914,,,,,,,,,,,,,missing data?,,,
915,,,,,,,,,,,,,missing data?,,,
916,,,,,,,,,,,,,missing data?,,,
917,,,,,,,,,,,,,missing data?,,,
918,,,,,,,,,,,,,missing data?,,,
919,,,,,,,,,,,,,missing data?,,,
920,,,,,,,,,,,,,missing data?,,,
921,,,,,,,,,,,,,missing data?,,,
922,,,,,,,,,,,,,missing data?,,,
923,,,,,,,,,,,,,missing data?,,,
924,,,,,,,,,,,,,missing data?,,,
925,,,,,,,,,,,,,missing data?,,,
926,,,,,,,,,,,,,missing data?,,,
927,,,,,,,,,,,,,missing data?,,,
928,,,,,,,,,,,,,missing data?,,,
929,,,,,,,,,,,,,missing data?,,,
930,,,,,,,,,,,,,missing data?,,,
931,,,,,,,,,,,,,missing data?,,,
932,,,,,,,,,,,,,missing data?,,,
933,,,,,,,,,,,,,missing data?,,,
934,,,,,,,,,,,,,missing data?,,,
935,,,,,,,,,,,,,missing data?,,,
936,,,,,,,,,,,,,missing data?,,,
937,,,,,,,,,,,,,missing data?,,,
938,,,,,,,,,,,,,missing data?,,,
939,,,,,,,,,,,,,missing data?,,,
940,,,,,,,,,,,,,missing data?,,,
941,,,,,,,,,,,,,missing data?,,,
942,,,,,,,,,,,,,missing data?,,,
943,,,,,,,,,,,,,missing data?,,,
944,,,,,,,,,,,,,missing data?,,,
945,,,,,,,,,,,,,missing data?,,,
946,,,,,,,,,,,,,missing data?,,,
947,,,,,,,,,,,,,missing data?,,,
948,,,,,,,,,,,,,missing data?,,,
949,,,,,,,,,,,,,missing data?,,,
950,,,,,,,,,,,,,missing data?,,,
951,,,,,,,,,,,,,missing data?,,,
952,,,,,,,,,,,,,missing data?,,,
953,,,,,,,,,,,,,missing data?,,,
954,,,,,,,,,,,,,missing data?,,,
955,,,,,,,,,,,,,missing data?,,,
956,,,,,,,,,,,,,missing data?,,,
957,,,,,,,,,,,,,missing data?,,,
958,,,,,,,,,,,,,missing data?,,,
959,,,,,,,,,,,,,missing data?,,,
960,,,,,,,,,,,,,missing data?,,,
961,,,,,,,,,,,,,missing data?,,,
962,,,,,,,,,,,,,missing data?,,,
963,,,,,,,,,,,,,missing data?,,,
964,,,,,,,,,,,,,missing data?,,,
965,,,,,,,,,,,,,missing data?,,,
966,,,,,,,,,,,,,missing data?,,,
967,,,,,,,,,,,,,missing data?,,,
968,,,,,,,,,,,,,missing data?,,,
969,,,,,,,,,,,,,missing data?,,,
970,,,,,,,,,,,,,missing data?,,,
971,,,,,,,,,,,,,missing data?,,,
972,,,,,,,,,,,,,missing data?,,,
973,,,,,,,,,,,,,missing data?,,,
974,,,,,,,,,,,,,missing data?,,,
975,,,,,,,,,,,,,missing data?,,,
976,,,,,,,,,,,,,missing data?,,,
977,,,,,,,,,,,,,missing data?,,,
978,,,,,,,,,,,,,missing data?,,,
979,,,,,,,,,,,,,missing data?,,,
980,,,,,,,,,,,,,missing data?,,,
981,,,,,,,,,,,,,missing data?,,,
982,,,,,,,,,,,,,missing data?,,,
983,,,,,,,,,,,,,missing data?,,,
984,,,,,,,,,,,,,missing data?,,,
985,,,,,,,,,,,,,missing data?,,,
986,,,,,,,,,,,,,missing data?,,,
987,,,,,,,,,,,,,missing data?,,,
988,,,,,,,,,,,,,missing data?,,,
989,,,,,,,,,,,,,missing data?,,,
990,,,,,,,,,,,,,missing data?,,,
991,,,,,,,,,,,,,missing data?,,,
992,,,,,,,,,,,,,missing data?,,,
993,,,,,,,,,,,,,missing data?,,,
994,,,,,,,,,,,,,missing data?,,,
995,,,,,,,,,,,,,missing data?,,,
996,,,,,,,,,,,,,missing data?,,,
997,,,,,,,,,,,,,missing data?,,,
998,,,,,,,,,,,,,missing data?,,,
999,,,,,,,,,,,,,missing data?,,,
1000,,,,,,,,,,,,,missing data?,,,
1001,,,,,,,,,,,,,missing data?,,,
1002,,,,,,,,,,,,,missing data?,,,
1003,,,,,,,,,,,,,missing data?,,,
1004,,,,,,,,,,,,,missing data?,,,
